zone;day;week;climatic_year;ror_hydro_gen
iberian-peninsula;59;59;1994;36.678
iberian-peninsula;59;59;1995;28.124
iberian-peninsula;59;59;1996;24.899
iberian-peninsula;59;59;1997;24.357
iberian-peninsula;59;59;1998;29.91
iberian-peninsula;59;59;1999;15.035
iberian-peninsula;59;59;2000;22.358
iberian-peninsula;59;59;2001;24.655
iberian-peninsula;59;59;2002;28.705
iberian-peninsula;59;59;2003;27.042
iberian-peninsula;59;59;2004;26.813
iberian-peninsula;59;59;2005;19.051
iberian-peninsula;59;59;2006;14.202
iberian-peninsula;59;59;2007;36.144
iberian-peninsula;59;59;2008;23.495
iberian-peninsula;59;59;2009;23.164
iberian-peninsula;59;59;2010;43.556
iberian-peninsula;59;59;2011;38.547
iberian-peninsula;59;59;2012;18.154
iberian-peninsula;59;59;2013;25.019
iberian-peninsula;59;59;2014;29.241
iberian-peninsula;59;59;2015;33.555
iberian-peninsula;59;59;2016;23.231
iberian-peninsula;59;59;2017;19.018
iberian-peninsula;60;60;1982;36.115
iberian-peninsula;60;60;1983;28.931
iberian-peninsula;60;60;1984;14.961
iberian-peninsula;60;60;1985;25.256
iberian-peninsula;60;60;1986;45.927
iberian-peninsula;60;60;1987;20.21
iberian-peninsula;60;60;1988;25.686
iberian-peninsula;60;60;1989;17.297
iberian-peninsula;60;60;1990;35.175
iberian-peninsula;60;60;1991;41.195
iberian-peninsula;60;60;1992;23.496
iberian-peninsula;60;60;1993;18.996
iberian-peninsula;60;60;1994;29.79
iberian-peninsula;60;60;1995;29.43
iberian-peninsula;60;60;1996;23.715
iberian-peninsula;60;60;1997;28.017
iberian-peninsula;60;60;1998;29.333
iberian-peninsula;60;60;1999;21.471
iberian-peninsula;60;60;2000;28.384
iberian-peninsula;60;60;2001;23.031
iberian-peninsula;60;60;2002;26.826
iberian-peninsula;60;60;2003;31.625
iberian-peninsula;60;60;2004;27.452
iberian-peninsula;60;60;2005;18.3
iberian-peninsula;60;60;2006;17.88
iberian-peninsula;60;60;2007;34.53
iberian-peninsula;60;60;2008;22.369
iberian-peninsula;60;60;2009;23.262
iberian-peninsula;60;60;2010;41.851
iberian-peninsula;60;60;2011;39.958
iberian-peninsula;60;60;2012;17.851
iberian-peninsula;60;60;2013;31.083
iberian-peninsula;60;60;2014;30.091
iberian-peninsula;60;60;2015;21.069
iberian-peninsula;60;60;2016;34.942
iberian-peninsula;60;60;2017;19.31
iberian-peninsula;61;61;1982;23.521
iberian-peninsula;61;61;1983;31.271
iberian-peninsula;61;61;1984;14.642
iberian-peninsula;61;61;1985;23.943
iberian-peninsula;61;61;1986;44.08
iberian-peninsula;61;61;1987;26.857
iberian-peninsula;61;61;1988;21.798
iberian-peninsula;61;61;1989;20.414
iberian-peninsula;61;61;1990;38.595
iberian-peninsula;61;61;1991;38.385
iberian-peninsula;61;61;1992;17.598
iberian-peninsula;61;61;1993;24.817
iberian-peninsula;61;61;1994;28.186
iberian-peninsula;61;61;1995;27.809
iberian-peninsula;61;61;1996;23.75
iberian-peninsula;61;61;1997;28.562
iberian-peninsula;61;61;1998;26.034
iberian-peninsula;61;61;1999;29.526
iberian-peninsula;61;61;2000;23.566
iberian-peninsula;61;61;2001;27.849
iberian-peninsula;61;61;2002;25.144
iberian-peninsula;61;61;2003;29.746
iberian-peninsula;61;61;2004;19.855
iberian-peninsula;61;61;2005;19.036
iberian-peninsula;61;61;2006;16.055
iberian-peninsula;61;61;2007;35.315
iberian-peninsula;61;61;2008;23.461
iberian-peninsula;61;61;2009;22.484
iberian-peninsula;61;61;2010;41.964
iberian-peninsula;61;61;2011;46.638
iberian-peninsula;61;61;2012;17.069
iberian-peninsula;61;61;2013;29.609
iberian-peninsula;61;61;2014;24.163
iberian-peninsula;61;61;2015;21.25
iberian-peninsula;61;61;2016;24.824
iberian-peninsula;61;61;2017;18.874
iberian-peninsula;62;62;1982;24.228
iberian-peninsula;62;62;1983;29.048
iberian-peninsula;62;62;1984;16.701
iberian-peninsula;62;62;1985;17.349
iberian-peninsula;62;62;1986;39.263
iberian-peninsula;62;62;1987;17.831
iberian-peninsula;62;62;1988;15.569
iberian-peninsula;62;62;1989;22.746
iberian-peninsula;62;62;1990;26.373
iberian-peninsula;62;62;1991;22.358
iberian-peninsula;62;62;1992;17.627
iberian-peninsula;62;62;1993;20.376
iberian-peninsula;62;62;1994;25.711
iberian-peninsula;62;62;1995;20.315
iberian-peninsula;62;62;1996;19.405
iberian-peninsula;62;62;1997;30.068
iberian-peninsula;62;62;1998;27.832
iberian-peninsula;62;62;1999;14.231
iberian-peninsula;62;62;2000;21.724
iberian-peninsula;62;62;2001;36.192
iberian-peninsula;62;62;2002;36.139
iberian-peninsula;62;62;2003;27.232
iberian-peninsula;62;62;2004;21.886
iberian-peninsula;62;62;2005;18.224
iberian-peninsula;62;62;2006;29.611
iberian-peninsula;62;62;2007;35.877
iberian-peninsula;62;62;2008;24.487
iberian-peninsula;62;62;2009;17.284
iberian-peninsula;62;62;2010;49.792
iberian-peninsula;62;62;2011;39.366
iberian-peninsula;62;62;2012;16.726
iberian-peninsula;62;62;2013;24.02
iberian-peninsula;62;62;2014;19.628
iberian-peninsula;62;62;2015;20.365
iberian-peninsula;62;62;2016;26.857
iberian-peninsula;62;62;2017;15.026
iberian-peninsula;63;63;1982;26.345
iberian-peninsula;63;63;1983;22.915
iberian-peninsula;63;63;1984;17.065
iberian-peninsula;63;63;1985;16.091
iberian-peninsula;63;63;1986;39.366
iberian-peninsula;63;63;1987;17.803
iberian-peninsula;63;63;1988;13.403
iberian-peninsula;63;63;1989;21.354
iberian-peninsula;63;63;1990;25.31
iberian-peninsula;63;63;1991;23.852
iberian-peninsula;63;63;1992;17.916
iberian-peninsula;63;63;1993;17.492
iberian-peninsula;63;63;1994;26.35
iberian-peninsula;63;63;1995;19.195
iberian-peninsula;63;63;1996;17.732
iberian-peninsula;63;63;1997;28.523
iberian-peninsula;63;63;1998;23.163
iberian-peninsula;63;63;1999;13.845
iberian-peninsula;63;63;2000;20.29
iberian-peninsula;63;63;2001;38.889
iberian-peninsula;63;63;2002;28.458
iberian-peninsula;63;63;2003;27.812
iberian-peninsula;63;63;2004;18.195
iberian-peninsula;63;63;2005;18.63
iberian-peninsula;63;63;2006;27.822
iberian-peninsula;63;63;2007;31.959
iberian-peninsula;63;63;2008;24.288
iberian-peninsula;63;63;2009;17.965
iberian-peninsula;63;63;2010;46.653
iberian-peninsula;63;63;2011;35.304
iberian-peninsula;63;63;2012;17.364
iberian-peninsula;63;63;2013;18.42
iberian-peninsula;63;63;2014;19.226
iberian-peninsula;63;63;2015;22.414
iberian-peninsula;63;63;2016;23.776
iberian-peninsula;63;63;2017;14.697
iberian-peninsula;64;64;1982;25.243
iberian-peninsula;64;64;1983;24.341
iberian-peninsula;64;64;1984;16.823
iberian-peninsula;64;64;1985;23.315
iberian-peninsula;64;64;1986;42.861
iberian-peninsula;64;64;1987;21.543
iberian-peninsula;64;64;1988;17.854
iberian-peninsula;64;64;1989;23.383
iberian-peninsula;64;64;1990;30.805
iberian-peninsula;64;64;1991;19.008
iberian-peninsula;64;64;1992;22.339
iberian-peninsula;64;64;1993;15.734
iberian-peninsula;64;64;1994;29.358
iberian-peninsula;64;64;1995;23.348
iberian-peninsula;64;64;1996;26.55
iberian-peninsula;64;64;1997;28.39
iberian-peninsula;64;64;1998;26.42
iberian-peninsula;64;64;1999;18.648
iberian-peninsula;64;64;2000;21.71
iberian-peninsula;64;64;2001;39.565
iberian-peninsula;64;64;2002;35.435
iberian-peninsula;64;64;2003;30.069
iberian-peninsula;64;64;2004;21.964
iberian-peninsula;64;64;2005;19.199
iberian-peninsula;64;64;2006;34.499
iberian-peninsula;64;64;2007;34.755
iberian-peninsula;64;64;2008;24.808
iberian-peninsula;64;64;2009;29.088
iberian-peninsula;64;64;2010;45.003
iberian-peninsula;64;64;2011;38.259
iberian-peninsula;64;64;2012;18.152
iberian-peninsula;64;64;2013;20.768
iberian-peninsula;64;64;2014;22.628
iberian-peninsula;64;64;2015;24.709
iberian-peninsula;64;64;2016;27.992
iberian-peninsula;64;64;2017;14.94
iberian-peninsula;65;65;1982;24.987
iberian-peninsula;65;65;1983;24.024
iberian-peninsula;65;65;1984;18.228
iberian-peninsula;65;65;1985;22.347
iberian-peninsula;65;65;1986;44.054
iberian-peninsula;65;65;1987;23.941
iberian-peninsula;65;65;1988;17.035
iberian-peninsula;65;65;1989;26.499
iberian-peninsula;65;65;1990;30.237
iberian-peninsula;65;65;1991;21.874
iberian-peninsula;65;65;1992;27.612
iberian-peninsula;65;65;1993;18.317
iberian-peninsula;65;65;1994;36.21
iberian-peninsula;65;65;1995;25.88
iberian-peninsula;65;65;1996;21.604
iberian-peninsula;65;65;1997;26.832
iberian-peninsula;65;65;1998;26.013
iberian-peninsula;65;65;1999;19.424
iberian-peninsula;65;65;2000;25.193
iberian-peninsula;65;65;2001;48.398
iberian-peninsula;65;65;2002;30.703
iberian-peninsula;65;65;2003;29.492
iberian-peninsula;65;65;2004;23.348
iberian-peninsula;65;65;2005;18.664
iberian-peninsula;65;65;2006;21.311
iberian-peninsula;65;65;2007;36.178
iberian-peninsula;65;65;2008;25.483
iberian-peninsula;65;65;2009;20.328
iberian-peninsula;65;65;2010;49.239
iberian-peninsula;65;65;2011;34.645
iberian-peninsula;65;65;2012;19.556
iberian-peninsula;65;65;2013;20.813
iberian-peninsula;65;65;2014;21.004
iberian-peninsula;65;65;2015;25.856
iberian-peninsula;65;65;2016;41.62
iberian-peninsula;65;65;2017;16.083
iberian-peninsula;66;66;1982;25.442
iberian-peninsula;66;66;1983;25.879
iberian-peninsula;66;66;1984;17.949
iberian-peninsula;66;66;1985;28.728
iberian-peninsula;66;66;1986;40.574
iberian-peninsula;66;66;1987;25.196
iberian-peninsula;66;66;1988;17.338
iberian-peninsula;66;66;1989;33.271
iberian-peninsula;66;66;1990;29.467
iberian-peninsula;66;66;1991;40.904
iberian-peninsula;66;66;1992;26.26
iberian-peninsula;66;66;1993;16.443
iberian-peninsula;66;66;1994;32.892
iberian-peninsula;66;66;1995;27.949
iberian-peninsula;66;66;1996;22.262
iberian-peninsula;66;66;1997;27.105
iberian-peninsula;66;66;1998;24.794
iberian-peninsula;66;66;1999;22.408
iberian-peninsula;66;66;2000;20.29
iberian-peninsula;66;66;2001;51.742
iberian-peninsula;66;66;2002;29.054
iberian-peninsula;66;66;2003;26.553
iberian-peninsula;66;66;2004;25.788
iberian-peninsula;66;66;2005;19.207
iberian-peninsula;66;66;2006;19.545
iberian-peninsula;66;66;2007;32.428
iberian-peninsula;66;66;2008;26.252
iberian-peninsula;66;66;2009;19.266
iberian-peninsula;66;66;2010;73.199
iberian-peninsula;66;66;2011;36.556
iberian-peninsula;66;66;2012;20.403
iberian-peninsula;66;66;2013;31.167
iberian-peninsula;66;66;2014;36.118
iberian-peninsula;66;66;2015;22.385
iberian-peninsula;66;66;2016;21.96
iberian-peninsula;66;66;2017;16.717
iberian-peninsula;67;67;1982;22.242
iberian-peninsula;67;67;1983;29.906
iberian-peninsula;67;67;1984;17.988
iberian-peninsula;67;67;1985;28.571
iberian-peninsula;67;67;1986;42.105
iberian-peninsula;67;67;1987;25.885
iberian-peninsula;67;67;1988;20.978
iberian-peninsula;67;67;1989;22.753
iberian-peninsula;67;67;1990;29.697
iberian-peninsula;67;67;1991;44.001
iberian-peninsula;67;67;1992;21.594
iberian-peninsula;67;67;1993;14.566
iberian-peninsula;67;67;1994;33.177
iberian-peninsula;67;67;1995;26.344
iberian-peninsula;67;67;1996;26.431
iberian-peninsula;67;67;1997;27.268
iberian-peninsula;67;67;1998;22.684
iberian-peninsula;67;67;1999;14.701
iberian-peninsula;67;67;2000;21.372
iberian-peninsula;67;67;2001;50.076
iberian-peninsula;67;67;2002;29.234
iberian-peninsula;67;67;2003;27.076
iberian-peninsula;67;67;2004;22.392
iberian-peninsula;67;67;2005;21.162
iberian-peninsula;67;67;2006;23.616
iberian-peninsula;67;67;2007;33.745
iberian-peninsula;67;67;2008;24.912
iberian-peninsula;67;67;2009;18.039
iberian-peninsula;67;67;2010;64.834
iberian-peninsula;67;67;2011;36.649
iberian-peninsula;67;67;2012;20.752
iberian-peninsula;67;67;2013;30.711
iberian-peninsula;67;67;2014;27.639
iberian-peninsula;67;67;2015;19.035
iberian-peninsula;67;67;2016;29.191
iberian-peninsula;67;67;2017;16.762
iberian-peninsula;68;68;1982;21.7
iberian-peninsula;68;68;1983;25.869
iberian-peninsula;68;68;1984;17.263
iberian-peninsula;68;68;1985;24.242
iberian-peninsula;68;68;1986;40.3
iberian-peninsula;68;68;1987;28.466
iberian-peninsula;68;68;1988;17.184
iberian-peninsula;68;68;1989;26.912
iberian-peninsula;68;68;1990;29.56
iberian-peninsula;68;68;1991;41.289
iberian-peninsula;68;68;1992;23.965
iberian-peninsula;68;68;1993;22.466
iberian-peninsula;68;68;1994;41.422
iberian-peninsula;68;68;1995;32.039
iberian-peninsula;68;68;1996;25.323
iberian-peninsula;68;68;1997;25.921
iberian-peninsula;68;68;1998;25.415
iberian-peninsula;68;68;1999;21.205
iberian-peninsula;68;68;2000;23.893
iberian-peninsula;68;68;2001;37.087
iberian-peninsula;68;68;2002;28.839
iberian-peninsula;68;68;2003;28.418
iberian-peninsula;68;68;2004;22.995
iberian-peninsula;68;68;2005;19.322
iberian-peninsula;68;68;2006;21.938
iberian-peninsula;68;68;2007;31.916
iberian-peninsula;68;68;2008;23.692
iberian-peninsula;68;68;2009;18.888
iberian-peninsula;68;68;2010;65.931
iberian-peninsula;68;68;2011;36.513
iberian-peninsula;68;68;2012;20.685
iberian-peninsula;68;68;2013;42.979
iberian-peninsula;68;68;2014;25.778
iberian-peninsula;68;68;2015;20.891
iberian-peninsula;68;68;2016;40.478
iberian-peninsula;68;68;2017;16.17
iberian-peninsula;69;69;1982;20.778
iberian-peninsula;69;69;1983;19.965
iberian-peninsula;69;69;1984;19.761
iberian-peninsula;69;69;1985;20.464
iberian-peninsula;69;69;1986;33.53
iberian-peninsula;69;69;1987;23.754
iberian-peninsula;69;69;1988;15.156
iberian-peninsula;69;69;1989;24.157
iberian-peninsula;69;69;1990;22.663
iberian-peninsula;69;69;1991;37.146
iberian-peninsula;69;69;1992;21.064
iberian-peninsula;69;69;1993;15.39
iberian-peninsula;69;69;1994;29.881
iberian-peninsula;69;69;1995;23.536
iberian-peninsula;69;69;1996;17.517
iberian-peninsula;69;69;1997;24.68
iberian-peninsula;69;69;1998;24.183
iberian-peninsula;69;69;1999;15.829
iberian-peninsula;69;69;2000;23.523
iberian-peninsula;69;69;2001;33.652
iberian-peninsula;69;69;2002;24.52
iberian-peninsula;69;69;2003;27.166
iberian-peninsula;69;69;2004;21.145
iberian-peninsula;69;69;2005;16.935
iberian-peninsula;69;69;2006;27.384
iberian-peninsula;69;69;2007;32.659
iberian-peninsula;69;69;2008;23.398
iberian-peninsula;69;69;2009;20.48
iberian-peninsula;69;69;2010;60.763
iberian-peninsula;69;69;2011;38.436
iberian-peninsula;69;69;2012;21.076
iberian-peninsula;69;69;2013;51.621
iberian-peninsula;69;69;2014;25.417
iberian-peninsula;69;69;2015;20.357
iberian-peninsula;69;69;2016;20.371
iberian-peninsula;69;69;2017;16.309
iberian-peninsula;70;70;1982;18.753
iberian-peninsula;70;70;1983;22.642
iberian-peninsula;70;70;1984;24.085
iberian-peninsula;70;70;1985;19.863
iberian-peninsula;70;70;1986;32.77
iberian-peninsula;70;70;1987;26.052
iberian-peninsula;70;70;1988;14.322
iberian-peninsula;70;70;1989;27.738
iberian-peninsula;70;70;1990;22.031
iberian-peninsula;70;70;1991;38.504
iberian-peninsula;70;70;1992;21.087
iberian-peninsula;70;70;1993;15.01
iberian-peninsula;70;70;1994;29.631
iberian-peninsula;70;70;1995;20.796
iberian-peninsula;70;70;1996;17.742
iberian-peninsula;70;70;1997;24.762
iberian-peninsula;70;70;1998;23.615
iberian-peninsula;70;70;1999;17.514
iberian-peninsula;70;70;2000;20.46
iberian-peninsula;70;70;2001;33.319
iberian-peninsula;70;70;2002;23.824
iberian-peninsula;70;70;2003;22.939
iberian-peninsula;70;70;2004;19.656
iberian-peninsula;70;70;2005;16.32
iberian-peninsula;70;70;2006;24.059
iberian-peninsula;70;70;2007;30.252
iberian-peninsula;70;70;2008;22.701
iberian-peninsula;70;70;2009;19.233
iberian-peninsula;70;70;2010;53.029
iberian-peninsula;70;70;2011;35.411
iberian-peninsula;70;70;2012;21.588
iberian-peninsula;70;70;2013;37.252
iberian-peninsula;70;70;2014;19.93
iberian-peninsula;70;70;2015;21.58
iberian-peninsula;70;70;2016;23.18
iberian-peninsula;70;70;2017;15.741
iberian-peninsula;71;71;1982;22.855
iberian-peninsula;71;71;1983;22.326
iberian-peninsula;71;71;1984;36.776
iberian-peninsula;71;71;1985;34.801
iberian-peninsula;71;71;1986;43.738
iberian-peninsula;71;71;1987;26.857
iberian-peninsula;71;71;1988;13.915
iberian-peninsula;71;71;1989;25.31
iberian-peninsula;71;71;1990;30.903
iberian-peninsula;71;71;1991;36.808
iberian-peninsula;71;71;1992;21.083
iberian-peninsula;71;71;1993;26.934
iberian-peninsula;71;71;1994;34.746
iberian-peninsula;71;71;1995;22.702
iberian-peninsula;71;71;1996;19.964
iberian-peninsula;71;71;1997;25.728
iberian-peninsula;71;71;1998;24.516
iberian-peninsula;71;71;1999;32.514
iberian-peninsula;71;71;2000;20.58
iberian-peninsula;71;71;2001;42.707
iberian-peninsula;71;71;2002;28.269
iberian-peninsula;71;71;2003;36.57
iberian-peninsula;71;71;2004;22.463
iberian-peninsula;71;71;2005;22.695
iberian-peninsula;71;71;2006;23.166
iberian-peninsula;71;71;2007;35.086
iberian-peninsula;71;71;2008;22.426
iberian-peninsula;71;71;2009;21.773
iberian-peninsula;71;71;2010;63.465
iberian-peninsula;71;71;2011;44.914
iberian-peninsula;71;71;2012;22.816
iberian-peninsula;71;71;2013;38.436
iberian-peninsula;71;71;2014;26.582
iberian-peninsula;71;71;2015;24.246
iberian-peninsula;71;71;2016;39.62
iberian-peninsula;71;71;2017;16.335
iberian-peninsula;72;72;1982;28.359
iberian-peninsula;72;72;1983;35.621
iberian-peninsula;72;72;1984;24.734
iberian-peninsula;72;72;1985;32.519
iberian-peninsula;72;72;1986;35.782
iberian-peninsula;72;72;1987;24.656
iberian-peninsula;72;72;1988;16.514
iberian-peninsula;72;72;1989;27.014
iberian-peninsula;72;72;1990;28.943
iberian-peninsula;72;72;1991;32.446
iberian-peninsula;72;72;1992;25.026
iberian-peninsula;72;72;1993;13.977
iberian-peninsula;72;72;1994;27.029
iberian-peninsula;72;72;1995;25.258
iberian-peninsula;72;72;1996;23.599
iberian-peninsula;72;72;1997;30.326
iberian-peninsula;72;72;1998;23.806
iberian-peninsula;72;72;1999;19.173
iberian-peninsula;72;72;2000;21.533
iberian-peninsula;72;72;2001;39.167
iberian-peninsula;72;72;2002;30.171
iberian-peninsula;72;72;2003;26.601
iberian-peninsula;72;72;2004;26.854
iberian-peninsula;72;72;2005;16.704
iberian-peninsula;72;72;2006;24.037
iberian-peninsula;72;72;2007;31.551
iberian-peninsula;72;72;2008;21.895
iberian-peninsula;72;72;2009;22.301
iberian-peninsula;72;72;2010;51.996
iberian-peninsula;72;72;2011;48.02
iberian-peninsula;72;72;2012;21.336
iberian-peninsula;72;72;2013;42.258
iberian-peninsula;72;72;2014;24.675
iberian-peninsula;72;72;2015;26.553
iberian-peninsula;72;72;2016;35.073
iberian-peninsula;72;72;2017;15.872
iberian-peninsula;73;73;1982;29.193
iberian-peninsula;73;73;1983;22.898
iberian-peninsula;73;73;1984;22.158
iberian-peninsula;73;73;1985;27.59
iberian-peninsula;73;73;1986;35.728
iberian-peninsula;73;73;1987;27.807
iberian-peninsula;73;73;1988;20.954
iberian-peninsula;73;73;1989;27.454
iberian-peninsula;73;73;1990;30.097
iberian-peninsula;73;73;1991;36.484
iberian-peninsula;73;73;1992;23.334
iberian-peninsula;73;73;1993;13.38
iberian-peninsula;73;73;1994;42.043
iberian-peninsula;73;73;1995;24.12
iberian-peninsula;73;73;1996;26.522
iberian-peninsula;73;73;1997;27.079
iberian-peninsula;73;73;1998;26.15
iberian-peninsula;73;73;1999;18.723
iberian-peninsula;73;73;2000;21.58
iberian-peninsula;73;73;2001;37.905
iberian-peninsula;73;73;2002;35.998
iberian-peninsula;73;73;2003;26.642
iberian-peninsula;73;73;2004;24.704
iberian-peninsula;73;73;2005;17.649
iberian-peninsula;73;73;2006;23.873
iberian-peninsula;73;73;2007;34.327
iberian-peninsula;73;73;2008;22.652
iberian-peninsula;73;73;2009;21.415
iberian-peninsula;73;73;2010;46.977
iberian-peninsula;73;73;2011;34.567
iberian-peninsula;73;73;2012;21.614
iberian-peninsula;73;73;2013;30.843
iberian-peninsula;73;73;2014;37.319
iberian-peninsula;73;73;2015;19.31
iberian-peninsula;73;73;2016;27.859
iberian-peninsula;73;73;2017;15.981
iberian-peninsula;74;74;1982;21.302
iberian-peninsula;74;74;1983;23.9
iberian-peninsula;74;74;1984;39.118
iberian-peninsula;74;74;1985;21.767
iberian-peninsula;74;74;1986;36.926
iberian-peninsula;74;74;1987;24.857
iberian-peninsula;74;74;1988;17.423
iberian-peninsula;74;74;1989;28.189
iberian-peninsula;74;74;1990;30.511
iberian-peninsula;74;74;1991;39.784
iberian-peninsula;74;74;1992;20.674
iberian-peninsula;74;74;1993;14.246
iberian-peninsula;74;74;1994;31.933
iberian-peninsula;74;74;1995;26.293
iberian-peninsula;74;74;1996;26.095
iberian-peninsula;74;74;1997;24.939
iberian-peninsula;74;74;1998;22.531
iberian-peninsula;74;74;1999;15.144
iberian-peninsula;74;74;2000;22.985
iberian-peninsula;74;74;2001;36.216
iberian-peninsula;74;74;2002;40.981
iberian-peninsula;74;74;2003;32.332
iberian-peninsula;74;74;2004;25.778
iberian-peninsula;74;74;2005;18.444
iberian-peninsula;74;74;2006;22.399
iberian-peninsula;74;74;2007;33.33
iberian-peninsula;74;74;2008;23.855
iberian-peninsula;74;74;2009;26.193
iberian-peninsula;74;74;2010;45.194
iberian-peninsula;74;74;2011;37.13
iberian-peninsula;74;74;2012;21.463
iberian-peninsula;74;74;2013;38.033
iberian-peninsula;74;74;2014;44.612
iberian-peninsula;74;74;2015;20.122
iberian-peninsula;74;74;2016;44.215
iberian-peninsula;74;74;2017;16.995
iberian-peninsula;75;75;1982;21.851
iberian-peninsula;75;75;1983;19.913
iberian-peninsula;75;75;1984;34.371
iberian-peninsula;75;75;1985;19.79
iberian-peninsula;75;75;1986;32.032
iberian-peninsula;75;75;1987;24.134
iberian-peninsula;75;75;1988;17.936
iberian-peninsula;75;75;1989;30.656
iberian-peninsula;75;75;1990;28.689
iberian-peninsula;75;75;1991;39.109
iberian-peninsula;75;75;1992;25.594
iberian-peninsula;75;75;1993;15.274
iberian-peninsula;75;75;1994;31.292
iberian-peninsula;75;75;1995;21.898
iberian-peninsula;75;75;1996;24.002
iberian-peninsula;75;75;1997;23.858
iberian-peninsula;75;75;1998;24.073
iberian-peninsula;75;75;1999;16.17
iberian-peninsula;75;75;2000;23.415
iberian-peninsula;75;75;2001;35.418
iberian-peninsula;75;75;2002;39.402
iberian-peninsula;75;75;2003;31.328
iberian-peninsula;75;75;2004;28.126
iberian-peninsula;75;75;2005;19.164
iberian-peninsula;75;75;2006;23.323
iberian-peninsula;75;75;2007;30.891
iberian-peninsula;75;75;2008;24.947
iberian-peninsula;75;75;2009;23.337
iberian-peninsula;75;75;2010;37.185
iberian-peninsula;75;75;2011;37.373
iberian-peninsula;75;75;2012;21.838
iberian-peninsula;75;75;2013;35.302
iberian-peninsula;75;75;2014;42.954
iberian-peninsula;75;75;2015;20.123
iberian-peninsula;75;75;2016;43.364
iberian-peninsula;75;75;2017;16.956
iberian-peninsula;76;76;1982;20.89
iberian-peninsula;76;76;1983;22.597
iberian-peninsula;76;76;1984;31.725
iberian-peninsula;76;76;1985;18.597
iberian-peninsula;76;76;1986;27.573
iberian-peninsula;76;76;1987;23.002
iberian-peninsula;76;76;1988;13.863
iberian-peninsula;76;76;1989;24.366
iberian-peninsula;76;76;1990;23.704
iberian-peninsula;76;76;1991;47.357
iberian-peninsula;76;76;1992;20.917
iberian-peninsula;76;76;1993;15.257
iberian-peninsula;76;76;1994;29.059
iberian-peninsula;76;76;1995;19.5
iberian-peninsula;76;76;1996;14.746
iberian-peninsula;76;76;1997;24.441
iberian-peninsula;76;76;1998;23.054
iberian-peninsula;76;76;1999;17.066
iberian-peninsula;76;76;2000;26.908
iberian-peninsula;76;76;2001;33.393
iberian-peninsula;76;76;2002;39.887
iberian-peninsula;76;76;2003;24.898
iberian-peninsula;76;76;2004;23.946
iberian-peninsula;76;76;2005;21.121
iberian-peninsula;76;76;2006;28.439
iberian-peninsula;76;76;2007;30.751
iberian-peninsula;76;76;2008;24.575
iberian-peninsula;76;76;2009;25.409
iberian-peninsula;76;76;2010;32.608
iberian-peninsula;76;76;2011;32.4
iberian-peninsula;76;76;2012;21.821
iberian-peninsula;76;76;2013;19.538
iberian-peninsula;76;76;2014;26.104
iberian-peninsula;76;76;2015;19.794
iberian-peninsula;76;76;2016;20.014
iberian-peninsula;76;76;2017;16.777
iberian-peninsula;77;77;1982;20.152
iberian-peninsula;77;77;1983;20.111
iberian-peninsula;77;77;1984;22.347
iberian-peninsula;77;77;1985;23.903
iberian-peninsula;77;77;1986;26.502
iberian-peninsula;77;77;1987;21.945
iberian-peninsula;77;77;1988;16.895
iberian-peninsula;77;77;1989;29.708
iberian-peninsula;77;77;1990;22.314
iberian-peninsula;77;77;1991;43.923
iberian-peninsula;77;77;1992;20.921
iberian-peninsula;77;77;1993;15.647
iberian-peninsula;77;77;1994;22.717
iberian-peninsula;77;77;1995;17.677
iberian-peninsula;77;77;1996;14.175
iberian-peninsula;77;77;1997;22.882
iberian-peninsula;77;77;1998;19.512
iberian-peninsula;77;77;1999;17.032
iberian-peninsula;77;77;2000;23.412
iberian-peninsula;77;77;2001;31.135
iberian-peninsula;77;77;2002;38.232
iberian-peninsula;77;77;2003;20.9
iberian-peninsula;77;77;2004;22.32
iberian-peninsula;77;77;2005;20.615
iberian-peninsula;77;77;2006;47.46
iberian-peninsula;77;77;2007;28.439
iberian-peninsula;77;77;2008;24.752
iberian-peninsula;77;77;2009;22.576
iberian-peninsula;77;77;2010;33.601
iberian-peninsula;77;77;2011;30.896
iberian-peninsula;77;77;2012;20.915
iberian-peninsula;77;77;2013;25.286
iberian-peninsula;77;77;2014;24.551
iberian-peninsula;77;77;2015;18.826
iberian-peninsula;77;77;2016;20.26
iberian-peninsula;77;77;2017;16.27
iberian-peninsula;78;78;1982;21.566
iberian-peninsula;78;78;1983;31.431
iberian-peninsula;78;78;1984;22.892
iberian-peninsula;78;78;1985;26.923
iberian-peninsula;78;78;1986;27.053
iberian-peninsula;78;78;1987;25.965
iberian-peninsula;78;78;1988;19.754
iberian-peninsula;78;78;1989;31.748
iberian-peninsula;78;78;1990;24.032
iberian-peninsula;78;78;1991;46.489
iberian-peninsula;78;78;1992;21.022
iberian-peninsula;78;78;1993;18.259
iberian-peninsula;78;78;1994;33.679
iberian-peninsula;78;78;1995;22.743
iberian-peninsula;78;78;1996;15.838
iberian-peninsula;78;78;1997;27.223
iberian-peninsula;78;78;1998;26.038
iberian-peninsula;78;78;1999;20.3
iberian-peninsula;78;78;2000;23.805
iberian-peninsula;78;78;2001;34.087
iberian-peninsula;78;78;2002;41.328
iberian-peninsula;78;78;2003;27.897
iberian-peninsula;78;78;2004;26.152
iberian-peninsula;78;78;2005;22.002
iberian-peninsula;78;78;2006;26.969
iberian-peninsula;78;78;2007;35.816
